Location Coordinate;Feature Extent;Latitude Coordinate;Longitude Coordinate;Projection;Easting Coordinate;Northing Coordinate;Class Code;Postcode;Council Ward;Suburb;GISFid;Ownership;Road Name;Road Length;Left Locality;Right Locality;Road Classification;Feature_Type;Google Maps Direction
-37.98058359883116, 145.33418979462294;"{""coordinates"": [[[145.3536159086, -37.9810200242], [145.353666214, -37.9810293168], [145.3538370961, -37.9810890507]], [[145.3147891093, -37.9768045356], [145.3148583687, -37.9768318407], [145.3151090678, -37.9769655416], [145.3153031389, -37.9770876064], [145.3154943769, -37.9772450311], [145.3158292099, -37.9775600048], [145.3158429474, -37.9775734474], [145.3159757275, -37.9777034019], [145.3161101418, -37.9778155225], [145.3163043211, -37.9779488648], [145.3164625586, -37.9780474449], [145.3165896805, -37.9781167257], [145.3168365835, -37.9782313254], [145.3171626763, -37.9783520738], [145.3175720298, -37.9784728293], [145.3180580009, -37.9785912619], [145.318444455, -37.9786389089], [145.3188732082, -37.978692415], [145.3191635888, -37.978732484], [145.3230883198, -37.9791445029], [145.3239020612, -37.9792299122], [145.3248336649, -37.9793278823], [145.3297236369, -37.9798471148], [145.3311975565, -37.9799968201], [145.3329033603, -37.980176096], [145.3334786866, -37.9802365556], [145.3337522249, -37.9802926563], [145.3339231245, -37.9803447149], [145.3341257812, -37.980430463], [145.3343317088, -37.9805399586], [145.3347037869, -37.9807702677], [145.3347478401, -37.9807989486], [145.3349324578, -37.9809281436], [145.3361254206, -37.9816970426], [145.3363549583, -37.9818449831], [145.3371243219, -37.9823690335], [145.3373724225, -37.9825071998], [145.3377078379, -37.9826213357], [145.3385318154, -37.9828370834], [145.3394333342, -37.9830524991], [145.3403605268, -37.9832978], [145.3406936651, -37.9833471386], [145.3410721307, -37.9833667607], [145.3415462216, -37.983325395], [145.3420167138, -37.9832009185], [145.34273217, -37.982980703], [145.3465589153, -37.9818027434], [145.3471902456, -37.9816083906], [145.3484308258, -37.9812196411], [145.3488903428, -37.9811096741], [145.349134186, -37.9810767747], [145.3498265535, -37.9810305089], [145.3522222144, -37.9810048319], [145.3534039391, -37.9809808684], [145.3536158982, -37.9810200223]]], ""type"": ""MultiLineString""}";-37.98081624834933;145.34390256743853;MGA2020 Zone 55;354554;5795021;Sub-Arterial Road;3804;Grevillea;Narre Warren North;974;Council;Abeckett Road;3660;NARRE WARREN NORTH;NARRE WARREN NORTH;level 3;Road Responsibilty;https://www.google.com.au/maps/dir//-37.98081624834933,145.34390256743853/@your+location,17z/data=!4m2!4m1!3e0
-38.05427920875296, 145.24465392661537;"{""coordinates"": [[145.2447005888, -38.0540373597], [145.2446966083, -38.0540579907], [145.2446072644, -38.0545210578]], ""type"": ""LineString""}";-38.054279208786895;145.24465392661065;MGA2020 Zone 55;345993;5786709;Local Road;3975;Quarters;Lyndhurst;978;Council;Abu Close;54;LYNDHURST;LYNDHURST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.054279208786895,145.24465392661065/@your+location,17z/data=!4m2!4m1!3e0
-38.05130602231791, 145.36318576864576;"{""coordinates"": [[145.3622954478, -38.0497425512], [145.3622264778, -38.0502497845], [145.3622092835, -38.0503819914], [145.3631190433, -38.0509356918], [145.3632088677, -38.0509903583], [145.3637822056, -38.0515988797], [145.3637662891, -38.0519551124], [145.3637689035, -38.0527695486], [145.3638006573, -38.0528357417], [145.3638022175, -38.0528372815], [145.3639764534, -38.0530092391]], ""type"": ""LineString""}";-38.05130602228407;145.36318576862038;MGA2020 Zone 55;356388;5787227;Local Road;3807;Akoonah;Beaconsfield;982;Council;Adamson Road;428;BEACONSFIELD;BEACONSFIELD;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.05130602228407,145.36318576862038/@your+location,17z/data=!4m2!4m1!3e0
-38.00932444274132, 145.3023287809951;"{""coordinates"": [[[145.3028810154, -38.0091721925], [145.3027934665, -38.0091954244]], [[145.301976892, -38.0090834436], [145.3021218248, -38.0093736479], [145.3027935615, -38.0091953991]], [[145.3021218248, -38.0093736479], [145.3022776754, -38.0096857086]]], ""type"": ""MultiLineString""}";-38.00932673232127;145.3024549146745;MGA2020 Zone 55;350973;5791792;Local Road;3805;Grevillea;Narre Warren;984;Council;Adele Close;142;NARRE WARREN;NARRE WARREN;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.00932673232127,145.3024549146745/@your+location,17z/data=!4m2!4m1!3e0
-38.188509291153174, 145.3324205396183;"{""coordinates"": [[145.33364299, -38.1825967936], [145.333618727, -38.1826797669], [145.3335630565, -38.1828701449], [145.3326687473, -38.1873035307], [145.3320785971, -38.1901543724], [145.3312273679, -38.1944287195]], ""type"": ""LineString""}";-38.188509291195444;145.33242053962022;MGA2020 Zone 55;353962;5771956;Local Road;3977;Cranbourne Gardens;Devon Meadows;985;Council;Adeneys Road;1330;DEVON MEADOWS;DEVON MEADOWS;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.188509291195444,145.33242053962022/@your+location,17z/data=!4m2!4m1!3e0
-38.194769968200006, 145.331159055;"{""coordinates"": [[145.3311665955, -38.1947338594], [145.3311515145, -38.194806077]], ""type"": ""LineString""}";-38.19476996820904;145.33115905500478;MGA2020 Zone 55;353864;5771259;Local Road;3977;Cranbourne Gardens;Cannons Creek;986;Council;Adeneys Road;8;CANNONS CREEK;CANNONS CREEK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.19476996820904,145.33115905500478/@your+location,17z/data=!4m2!4m1!3e0
-38.022641803601225, 145.25189262695366;"{""coordinates"": [[[145.2516800958, -38.0225715605], [145.2517909769, -38.0225987978], [145.2519009702, -38.0226366946], [145.2520017097, -38.0226823588], [145.2520108921, -38.0226876355]], [[145.2520111759, -38.0226877985], [145.2520956534, -38.0227363435]]], ""type"": ""MultiLineString""}";-38.02266720448609;145.2519507498954;MGA2020 Zone 55;346567;5790229;Local Road;3976;Waratah;Hampton Park;989;Council;Affra Place;41;HAMPTON PARK;HAMPTON PARK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.02266720448609,145.2519507498954/@your+location,17z/data=!4m2!4m1!3e0
-38.122737063807826, 145.3442972724381;"{""coordinates"": [[[145.3429519748, -38.1222947667], [145.3430423805, -38.1223051224]], [[145.3428140196, -38.1229821163], [145.3429042325, -38.1229934156]], [[145.342904259, -38.1229934189], [145.3435236286, -38.123070994], [145.3440701719, -38.1231070745], [145.344635175, -38.1230626777], [145.3453632256, -38.1231461494], [145.3454479327, -38.122691547], [145.3454344644, -38.1224454475], [145.3445912816, -38.1223462692], [145.344046645, -38.1224039688], [145.3436810084, -38.1223782734], [145.3430423492, -38.1223051189]]], ""type"": ""MultiLineString""}";-38.12267593813366;145.3433993861783;MGA2020 Zone 55;354794;5779278;Local Road;3978;Tooradin;Clyde;994;Council;Aintree Close;523;CLYDE;CLYDE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.12267593813366,145.3433993861783/@your+location,17z/data=!4m2!4m1!3e0
-38.12145708300505, 145.37647071372203;"{""coordinates"": [[145.3765666659, -38.1209824765], [145.376498692, -38.1213021603], [145.3763960184, -38.1218457865], [145.37637961, -38.1219326627]], ""type"": ""LineString""}";-38.121457082997736;145.3764707137293;MGA2020 Zone 55;357689;5779465;Local Road;3978;Dillwynia;Clyde North;995;Council;Alabaster Street;106;CLYDE NORTH;CLYDE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.121457082997736,145.3764707137293/@your+location,17z/data=!4m2!4m1!3e0
-38.013662988691905, 145.33634641281702;"{""coordinates"": [[145.3370550217, -38.0132936598], [145.3369880434, -38.0133298929], [145.3361355687, -38.0137910485], [145.3359650357, -38.0138613568], [145.3356919348, -38.0139572055], [145.3356160992, -38.013983821]], ""type"": ""LineString""}";-38.013662988726196;145.33634641282126;MGA2020 Zone 55;353958;5791364;Local Road;3806;Grevillea;Berwick;997;Council;Alastair Drive;148;BERWICK;BERWICK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.013662988726196,145.33634641282126/@your+location,17z/data=!4m2!4m1!3e0
-38.0935932350616, 145.2586540266272;"{""coordinates"": [[[145.2595365929, -38.0928905861], [145.2587196144, -38.0927798496], [145.2585705832, -38.0934577666], [145.2584075738, -38.0941989287], [145.258264515, -38.0948493686]], [[145.2582645157, -38.0948493654], [145.2582390384, -38.0949652009]]], ""type"": ""MultiLineString""}";-38.094223784512465;145.25846100612907;MGA2020 Zone 55;347287;5782297;Local Road;3977;Quarters;Cranbourne West;1001;Council;Alberton Drive;318;CRANBOURNE WEST;CRANBOURNE WEST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.094223784512465,145.25846100612907/@your+location,17z/data=!4m2!4m1!3e0
-38.06904458456522, 145.3025172366935;"{""coordinates"": [[145.3027966399, -38.068042989], [145.3027811991, -38.0681438177], [145.3027794611, -38.0681551672], [145.3027669317, -38.0682188657], [145.3027499091, -38.0682819082], [145.3027284625, -38.0683441072], [145.3027026468, -38.0684052626], [145.3026725635, -38.0684651678], [145.3026499902, -38.0685082968], [145.3026151559, -38.0685822935], [145.3025846431, -38.0686574693], [145.3025585113, -38.0687336708], [145.3025367938, -38.0688107345], [145.3025195455, -38.0688885071], [145.3025068116, -38.0689668109], [145.3024986043, -38.0690455071], [145.3024963646, -38.0690753328], [145.302488003, -38.0691466515], [145.3024751246, -38.0692175391], [145.3024577323, -38.0692878262], [145.302435904, -38.0693573418], [145.3024077441, -38.0694450157], [145.3023840316, -38.0695335082], [145.3023647892, -38.0696226736], [145.3023562768, -38.0696710649], [145.3023207191, -38.0698888936], [145.3022845226, -38.0700612636]], ""type"": ""LineString""}";-38.06904458454921;145.3025172366978;MGA2020 Zone 55;351100;5785165;Local Road;3805;Kowan;Narre Warren South;1002;Council;Alderley Court;229;NARRE WARREN SOUTH;NARRE WARREN SOUTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.06904458454921,145.3025172366978/@your+location,17z/data=!4m2!4m1!3e0
-38.0722901207344, 145.31007617151246;"{""coordinates"": [[145.3102255968, -38.0715842617], [145.3099454493, -38.0729076298], [145.3099267459, -38.0729959797]], ""type"": ""LineString""}";-38.07229012071652;145.3100761715316;MGA2020 Zone 55;351770;5784817;Local Road;3977;Kowan;Cranbourne North;1003;Council;Aldous Place;158;CRANBOURNE NORTH;CRANBOURNE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.07229012071652,145.3100761715316/@your+location,17z/data=!4m2!4m1!3e0
-38.04724263601503, 145.27030199211583;"{""coordinates"": [[145.2702625386, -38.0470249379], [145.2702912581, -38.0470724051], [145.27029177, -38.047073667], [145.2703115809, -38.0471225036], [145.2703231474, -38.047174326], [145.2703258872, -38.0472203204], [145.2702746906, -38.0474681051]], ""type"": ""LineString""}";-38.04724263600217;145.27030199211134;MGA2020 Zone 55;348229;5787532;Local Road;3976;River Gum;Hampton Park;1010;Council;Alpha Close;50;HAMPTON PARK;HAMPTON PARK;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.04724263600217,145.27030199211134/@your+location,17z/data=!4m2!4m1!3e0
-38.12440837019776, 145.2344197653648;"{""coordinates"": [[145.2336080156, -38.1227128721], [145.2336436901, -38.1235653479], [145.2337141312, -38.1239468498], [145.2338583889, -38.1242386348], [145.2339853318, -38.1244265448], [145.2341827552, -38.124651543], [145.2345870894, -38.1249216602], [145.234853699, -38.1250496863], [145.2359133324, -38.1253965701], [145.2360577226, -38.125443837]], ""type"": ""LineString""}";-38.12440837019813;145.23441976534997;MGA2020 Zone 55;345237;5778917;Local Road;3977;Cranbourne Gardens;Cranbourne South;1015;Council;Amarillo Drive;414;CRANBOURNE SOUTH;CRANBOURNE SOUTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.12440837019813,145.23441976534997/@your+location,17z/data=!4m2!4m1!3e0
-38.1281270135, 145.23489053965;"{""coordinates"": [[145.2348394646, -38.1281101668], [145.2349416147, -38.1281438602]], ""type"": ""LineString""}";-38.1281270134819;145.23489053968729;MGA2020 Zone 55;345292;5778498;Local Road;3977;Cranbourne Gardens;Cranbourne South;1017;Council;Ambassador Circuit;9;CRANBOURNE SOUTH;CRANBOURNE SOUTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.1281270134819,145.23489053968729/@your+location,17z/data=!4m2!4m1!3e0
-38.07644770337319, 145.33122370352717;"{""coordinates"": [[145.3313770334, -38.07569361], [145.3313626825, -38.0757641914], [145.3312323266, -38.0764053058], [145.3310823552, -38.0771428499], [145.331070369, -38.0772017958]], ""type"": ""LineString""}";-38.076447703375216;145.33122370354914;MGA2020 Zone 55;353633;5784389;Local Road;3977;Kowan;Cranbourne North;1022;Council;Amburla Drive;169;CRANBOURNE NORTH;CRANBOURNE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.076447703375216,145.33122370354914/@your+location,17z/data=!4m2!4m1!3e0
-38.12526806303642, 145.2939906434091;"{""coordinates"": [[145.2935471234, -38.1252140968], [145.2936285549, -38.1252240054], [145.2943048503, -38.1253062947], [145.2944341635, -38.1253220286]], ""type"": ""LineString""}";-38.125268063035016;145.29399064341112;MGA2020 Zone 55;350467;5778912;Local Road;3977;Tooradin;Cranbourne East;1029;Council;Anice Street;78;CRANBOURNE EAST;CRANBOURNE EAST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.125268063035016,145.29399064341112/@your+location,17z/data=!4m2!4m1!3e0
-38.12727242931476, 145.34924053379254;"{""coordinates"": [[[145.3460394155, -38.1268430083], [145.3466348465, -38.126912617], [145.3468915231, -38.1269455535], [145.3477470912, -38.1270553554], [145.3486026383, -38.1271651418], [145.349093136, -38.12722809], [145.3502828824, -38.1273876249], [145.3512989184, -38.1275180155], [145.3514671061, -38.1275477407], [145.3515432497, -38.1275611935], [145.3517435323, -38.1276280405], [145.3519070373, -38.127710012], [145.3519898828, -38.1277639396], [145.352236449, -38.1279266397]], [[145.3522367092, -38.1279268113], [145.3523433254, -38.1279971631]]], ""type"": ""MultiLineString""}";-38.12761026084661;145.3507345514384;MGA2020 Zone 55;355446;5778742;Local Road;3978;Tooradin;Clyde;1036;Council;Applejack Boulevard;574;CLYDE;CLYDE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.12761026084661,145.3507345514384/@your+location,17z/data=!4m2!4m1!3e0
-38.104297078098824, 145.30809807765027;"{""coordinates"": [[[145.3066835878, -38.104115535], [145.306802294, -38.1041297961], [145.3079707001, -38.1042701588], [145.3089649667, -38.1043882062]], [[145.3092765956, -38.1044663627], [145.3093338843, -38.1044959156]], [[145.3092763299, -38.1044662272], [145.3091830492, -38.1044188359], [145.3091720209, -38.104412396], [145.3091604927, -38.1044065147], [145.3091485107, -38.1044012218], [145.309136144, -38.1043965415], [145.309123415, -38.104392485], [145.3091103805, -38.1043890675], [145.3090971093, -38.1043863181], [145.3090836367, -38.1043842443], [145.3090736618, -38.1043832128], [145.3090700403, -38.1043828383], [145.3089823169, -38.1043902881], [145.3089649667, -38.1043882062], [145.30894358, -38.1044190359], [145.3089228542, -38.1044501418], [145.3089195253, -38.1044553539], [145.3089028143, -38.1044815181], [145.3088834592, -38.10451317], [145.3088647903, -38.1045450833], [145.3088468061, -38.1045772272], [145.3088295298, -38.1046096318], [145.3088259781, -38.1046166135]]], ""type"": ""MultiLineString""}";-38.104394325328975;145.30871680825874;MGA2020 Zone 55;351715;5781252;Local Road;3977;Correa;Cranbourne East;1038;Council;Aquitane Drive;266;CRANBOURNE EAST;CRANBOURNE EAST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.104394325328975,145.30871680825874/@your+location,17z/data=!4m2!4m1!3e0
-38.073116728448106, 145.25537025838855;"{""coordinates"": [[145.2551366995, -38.0730894851], [145.2552537608, -38.0731031398], [145.2556038173, -38.0731439716]], ""type"": ""LineString""}";-38.07311672841254;145.2553702584187;MGA2020 Zone 55;346973;5784636;Local Road;3975;Quarters;Lyndhurst;1040;Council;Arch Place;41;LYNDHURST;LYNDHURST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.07311672841254,145.2553702584187/@your+location,17z/data=!4m2!4m1!3e0
-38.09163045274722, 145.34593424766064;"{""coordinates"": [[[145.345918953, -38.0914574184], [145.3460076974, -38.0914670461]], [[145.345860604, -38.0917930616], [145.3459502175, -38.0918015007]]], ""type"": ""MultiLineString""}";-38.09162975672646;145.34593436796297;MGA2020 Zone 55;354953;5782728;Local Road;3978;Dillwynia;Clyde North;1044;Council;Arkbar Crescent;15;CLYDE NORTH;CLYDE NORTH;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.09162975672646,145.34593436796297/@your+location,17z/data=!4m2!4m1!3e0
-38.03590860986384, 145.30767153043953;"{""coordinates"": [[[145.307039399, -38.0348596193], [145.3070211191, -38.0349517334]], [[145.3088736715, -38.0354486867], [145.3087992055, -38.0355226267], [145.3087982497, -38.0355238518]], [[145.307021118, -38.0349517387], [145.3067912349, -38.0361101156], [145.3076682229, -38.0362319421], [145.3085414535, -38.0363532412], [145.3086316327, -38.0358581081], [145.308638159, -38.0358274607], [145.3086630238, -38.0357466565], [145.3086984357, -38.0356683472], [145.3087439885, -38.0355934001], [145.3087982439, -38.0355238591]]], ""type"": ""MultiLineString""}";-38.0354456124718;145.30784034069825;MGA2020 Zone 55;351499;5788903;Local Road;3805;Casuarina;Narre Warren;1045;Council;Armadale Drive;402;NARRE WARREN;NARRE WARREN;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.0354456124718,145.30784034069825/@your+location,17z/data=!4m2!4m1!3e0
-38.12789791794439, 145.31104855846402;"{""coordinates"": [[[145.3063208294, -38.1272877839], [145.3065564982, -38.1273174139], [145.308128279, -38.127515017], [145.3082523442, -38.1275303709], [145.3089244344, -38.1276135442], [145.3103169049, -38.1278104839], [145.310609283, -38.1278451884], [145.3107159247, -38.1278578453]], [[145.310715261, -38.1278577665], [145.311144553, -38.1279087164], [145.3119885842, -38.1280190173], [145.3128417837, -38.1281311994], [145.3150109274, -38.1284144432], [145.3157753597, -38.1285142634]], [[145.3157753906, -38.1285142674], [145.3157756059, -38.1285142955]]], ""type"": ""MultiLineString""}";-38.12808894288404;145.31251333963445;MGA2020 Zone 55;352096;5778629;Local Road;3977;Tooradin;Cranbourne East;1048;Council;Artemis Drive;840;CRANBOURNE EAST;CRANBOURNE EAST;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.12808894288404,145.31251333963445/@your+location,17z/data=!4m2!4m1!3e0
-38.103604428059406, 145.2844439964834;"{""coordinates"": [[[145.282317469, -38.1035846659], [145.2823171062, -38.103584661]], [[145.2865766909, -38.1038350081], [145.2864498722, -38.1038194671], [145.2832212766, -38.1034237689], [145.2826177061, -38.1035451934], [145.2823842155, -38.1035855695], [145.282318126, -38.1035846748]]], ""type"": ""MultiLineString""}";-38.10359454658129;145.28338073178364;MGA2020 Zone 55;349492;5781300;Local Road;3977;Correa;Cranbourne;1050;Council;Arundel Street;379;CRANBOURNE;CRANBOURNE;level 5;Road Responsibilty;https://www.google.com.au/maps/dir//-38.10359454658129,145.28338073178364/@your+location,17z/data=!4m2!4m1!3e0
