Location Coordinate;Feature Extent;Latitude Coordinate;Longitude Coordinate;Road Name;Installed Year;Range;Counter Type;Installed Date;Easting Coordinate;Northing Coordinate;Projection;Postcode;85th Percentile (Kmh);Volume in 12Hours;Volume in 24Hours;Commercial Vehicles (%);Peak Volume (%);GISFid
-38.1087520001, 145.2399039789;"{""coordinates"": [145.2399039789, -38.1087520001], ""type"": ""Point""}";-38.10875200009867;145.23990397890938;Erindale Street Cranbourne West;2019;Between 40km/h and 50km/h;W;2019-03-26;345691;5780657;MGA2020 zone 55;3977;47.0;103;142;8.1;9.86;74
-38.0509262887, 145.3131442808;"{""coordinates"": [145.3131442808, -38.0509262887], ""type"": ""Point""}";-38.05092628871111;145.31314428079273;Cobblestone Avenue;2019;Between 30km/h and 40km/h;W;2019-08-26;351996;5787192;MGA2020 zone 55;3805;39.1;300;386;2.6;12.18;95
-37.9877075457, 145.2695686398;"{""coordinates"": [145.2695686398, -37.9877075457], ""type"": ""Point""}";-37.98770754568442;145.2695686397877;James Cook Drive;2019;More than 60km/h;W;2019-03-13;348042;5794137;MGA2020 zone 55;3802;60.9;4287;5589;4.14;10.86;102
-38.1982652779, 145.3868561033;"{""coordinates"": [145.3868561033, -38.1982652779], ""type"": ""Point""}";-38.19826527793156;145.38685610325723;Tooradin Station Road;2019;More than 60km/h;W;2019-03-20;358748;5770958;MGA2020 zone 55;3980;81.0;374;437;12.7;13.73;108
-38.0656865456, 145.3045602807;"{""coordinates"": [145.3045602807, -38.0656865456], ""type"": ""Point""}";-38.06568654556804;145.30456028066837;Galloway Drive;2019;Between 40km/h and 50km/h;W;2019-05-30;351273;5785541;MGA2020 zone 55;3805;49.3;5070;6342;2.8;12.2;115
-38.0549742732, 145.2522944274;"{""coordinates"": [145.2522944274, -38.0549742732], ""type"": ""Point""}";-38.05497427323574;145.25229442740923;Paterson Drive;2018;Between 40km/h and 50km/h;W;2018-03-02;346665;5786645;MGA2020 zone 55;3975;48.4;2882;3653;3.22;13.77;129
-37.9835213566, 145.3220698344;"{""coordinates"": [145.3220698344, -37.9835213566], ""type"": ""Point""}";-37.983521356593435;145.3220698344369;Robinson Road Narre Warren North;2020;More than 60km/h;W;2020-02-13;352644;5794686;MGA2020 zone 55;3804;76.5;2229;2673;3.04;12.16;137
-38.049905877, 145.3594446073;"{""coordinates"": [145.3594446073, -38.049905877], ""type"": ""Point""}";-38.04990587698432;145.35944460732813;Bryn Mawr Boulevard;2021;More than 60km/h;W;2021-03-26;356056;5787378;MGA2020 zone 55;3806;61.6;10036;12021;3.1;10.62;192
-38.0266810025, 145.2700510343;"{""coordinates"": [145.2700510343, -38.0266810025], ""type"": ""Point""}";-38.02668100252204;145.27005103433277;Justin Circuit;2022;Between 40km/h and 50km/h;W;2022-02-22;348165;5789813;MGA2020 zone 55;3976;43.0;185;250;2.53;10.08;265
-38.0554190031, 145.298881012;"{""coordinates"": [145.298881012, -38.0554190031], ""type"": ""Point""}";-38.05541900309518;145.29888101198148;Oakgrove Drive;2022;Between 50km/h and 60km/h;W;2022-02-22;350753;5786671;MGA2020 zone 55;3805;56.1;1536;1928;2.67;17.8;305
-38.0301910041, 145.3508850297;"{""coordinates"": [145.3508850297, -38.0301910041], ""type"": ""Point""}";-38.030191004060335;145.3508850297026;Rutland Road;2022;Between 40km/h and 50km/h;W;2022-02-22;355267;5789553;MGA2020 zone 55;3806;49.9;753;854;2.3;15.5;327
-38.1228480012, 145.3512030375;"{""coordinates"": [145.3512030375, -38.1228480012], ""type"": ""Point""}";-38.12284800122667;145.3512030375136;Merribrook Boulevard;2022;Between 50km/h and 60km/h;W;2022-02-22;355477;5779272;MGA2020 zone 55;3978;51.7;1658;2258;7.9;8.22;338
-38.1271370019, 145.3162700127;"{""coordinates"": [145.3162700127, -38.1271370019], ""type"": ""Point""}";-38.12713700191469;145.3162700126802;Morison Road;2022;Between 40km/h and 50km/h;W;2022-02-22;352423;5778741;MGA2020 zone 55;3978;49.6;1945;2534;5.88;8.71;341
-38.0965830037, 145.2716670201;"{""coordinates"": [145.2716670201, -38.0965830037], ""type"": ""Point""}";-38.09658300374978;145.27166702011553;Camms Road;2022;Between 50km/h and 60km/h;W;2022-02-22;348451;5782059;MGA2020 zone 55;3977;57.4;3539;4465;5.38;9.07;370
-38.0856500043, 145.2934630094;"{""coordinates"": [145.2934630094, -38.0856500043], ""type"": ""Point""}";-38.085650004293996;145.29346300937897;Aleppo Place;2022;Between 30km/h and 40km/h;W;2022-02-22;350340;5783308;MGA2020 zone 55;3977;38.3;66;97;5.14;8.91;376
-38.1097860025, 145.3088440207;"{""coordinates"": [145.3088440207, -38.1097860025], ""type"": ""Point""}";-38.109786002516294;145.30884402065533;Bradford Drive;2022;Between 50km/h and 60km/h;W;2022-02-22;351737;5780654;MGA2020 zone 55;3977;51.9;2667;3164;3.34;21.55;382
-38.0812570041, 145.3229250323;"{""coordinates"": [145.3229250323, -38.0812570041], ""type"": ""Point""}";-38.08125700412341;145.32292503227566;Mountainview Boulevard;2022;Between 50km/h and 60km/h;W;2022-02-22;352915;5783842;MGA2020 zone 55;3977;53.1;2024;2698;3.97;9.62;387
-38.0988480013, 145.2494100268;"{""coordinates"": [145.2494100268, -38.0988480013], ""type"": ""Point""}";-38.09884800125617;145.24941002680686;Morningside Boulevard;2022;Between 50km/h and 60km/h;W;2022-02-22;346504;5781771;MGA2020 zone 55;3977;57.7;2023;2516;6.15;10.68;413
-38.0679140003, 145.3095040095;"{""coordinates"": [145.3095040095, -38.0679140003], ""type"": ""Point""}";-38.067914000295126;145.30950400945517;The Promenade;2022;Between 50km/h and 60km/h;W;2022-05-20;351711;5785302;MGA2020 zone 55;3805;54.4;6834;8365;31.06;10.21;457
-38.0840040027, 145.3172450325;"{""coordinates"": [145.3172450325, -38.0840040027], ""type"": ""Point""}";-38.08400400265544;145.31724503249288;Bibury Street;2022;Between 40km/h and 50km/h;W;2022-05-20;352422;5783529;MGA2020 zone 55;3977;44.4;1448;1770;9.69;12.19;475
-38.060533428, 145.2450380827;"{""coordinates"": [145.2450380827, -38.060533428], ""type"": ""Point""}";-38.06053342799226;145.24503808270887;Carbine Way;2019;Between 40km/h and 50km/h;W;2019-03-14;346040;5786016;MGA2020 zone 55;3975;48.6;493;637;3.52;17.9;921
-38.1160355015, 145.2442984557;"{""coordinates"": [145.2442984557, -38.1160355015], ""type"": ""Point""}";-38.11603550154921;145.24429845571643;Everlasting Boulevard;2019;Between 50km/h and 60km/h;W;2019-09-02;346091;5779856;MGA2020 zone 55;3977;58.4;2230;2736;3.5;11.34;934
-38.0476226253, 145.2761774827;"{""coordinates"": [145.2761774827, -38.0476226253], ""type"": ""Point""}";-38.04762262527749;145.27617748267775;Highmount Drive Hpk;2019;Between 40km/h and 50km/h;W;2019-02-26;348745;5787500;MGA2020 zone 55;3976;48.1;257;365;4.57;9.31;79
-38.0368954953, 145.3440299933;"{""coordinates"": [145.3440299933, -38.0368954953], ""type"": ""Point""}";-38.03689549528679;145.3440299932515;Reserve Street;2019;Between 50km/h and 60km/h;W;2019-05-30;354678;5788798;MGA2020 zone 55;3806;52.6;3233;4047;4.6;14.11;114
-38.0636890232, 145.3088284886;"{""coordinates"": [145.3088284886, -38.0636890232], ""type"": ""Point""}";-38.06368902317234;145.30882848858087;The Promenade;2019;Between 50km/h and 60km/h;W;2019-02-21;351643;5785769;MGA2020 zone 55;3805;50.0;2439;3028;6.8;1.16;118
-38.0724059759, 145.2461673276;"{""coordinates"": [145.2461673276, -38.0724059759], ""type"": ""Point""}";-38.072405975892686;145.24616732759853;Lyndhurst Bvd;2018;Between 50km/h and 60km/h;W;2018-05-08;346164;5784700;MGA2020 zone 55;3975;54.3;3510;4665;3.5;15.7;148
-38.1680370919, 145.3629857361;"{""coordinates"": [145.3629857361, -38.1680370919], ""type"": ""Point""}";-38.1680370919436;145.36298573612788;Manks Road;2018;More than 60km/h;W;2018-08-16;356598;5774275;MGA2020 zone 55;3978;101.0;1997;2456;10.8;12.34;151
-37.954520365, 145.2533316152;"{""coordinates"": [145.2533316152, -37.954520365], ""type"": ""Point""}";-37.954520365044;145.25333161521726;Churchill Park Drive;2020;More than 60km/h;W;2020-07-14;346547;5797793;MGA2020 zone 55;3802;79.7;2633;3046;9.49;12.86;166
-38.0121040019, 145.2908900111;"{""coordinates"": [145.2908900111, -38.0121040019], ""type"": ""Point""}";-38.012104001921955;145.29089001110472;Tinks Road;2022;Between 50km/h and 60km/h;W;2022-02-22;349964;5791465;MGA2020 zone 55;3805;58.2;6617;8687;4.71;9.34;292
-38.0642520028, 145.2847060381;"{""coordinates"": [145.2847060381, -38.0642520028], ""type"": ""Point""}";-38.064252002765734;145.28470603812593;Sherwood Road;2022;Between 40km/h and 50km/h;W;2022-02-22;349528;5785668;MGA2020 zone 55;3805;47.3;1683;2293;2.86;9.96;300
-38.0498980018, 145.3329960356;"{""coordinates"": [145.3329960356, -38.0498980018], ""type"": ""Point""}";-38.04989800179891;145.33299603562065;Centre Road;2022;Between 50km/h and 60km/h;W;2022-02-22;353736;5787338;MGA2020 zone 55;3806;54.9;5570;7101;4.24;9.84;310
-38.0416610035, 145.3311120423;"{""coordinates"": [145.3311120423, -38.0416610035], ""type"": ""Point""}";-38.04166100353319;145.33111204232085;Melzak Way;2022;Between 40km/h and 50km/h;W;2022-02-22;353554;5788249;MGA2020 zone 55;3806;48.5;578;744;2.84;10.06;320
-38.0839200021, 145.3624739972;"{""coordinates"": [145.3624739972, -38.0839200021], ""type"": ""Point""}";-38.083920002107384;145.36247399720378;Soldiers Road;2022;More than 60km/h;W;2022-02-22;356389;5783609;MGA2020 zone 55;3978;70.0;4615;5418;12.48;13.87;324
